Source node	Source node type	Target node	Target node type	Edge name
38404	Drug	J81	Disease	Causes onset
38404	Drug	J86	Disease	Causes onset
38404	Drug	G00	Disease	Causes onset
38404	Drug	G03	Disease	Causes onset
38404	Drug	G04	Disease	Causes onset
38404	Drug	G10	Disease	Causes onset
38404	Drug	G20	Disease	Causes onset
38404	Drug	G21	Disease	Causes onset
38404	Drug	G30	Disease	Causes onset
38404	Drug	G47	Disease	Causes onset
38404	Drug	G80	Disease	Causes onset
38404	Drug	G82	Disease	Causes onset
38404	Drug	G91	Disease	Causes onset
38404	Drug	I26	Disease	Causes onset
4441	Drug	I20	Disease	Causes onset
4441	Drug	I10	Disease	Causes onset
4441	Drug	I46	Disease	Causes onset
4441	Drug	L50	Disease	Causes onset
4441	Drug	I21	Disease	Causes onset
4441	Drug	I22	Disease	Causes onset
1153804	Drug	E24	Disease	Causes onset
1153804	Drug	L10	Disease	Causes onset
1153804	Drug	L12	Disease	Causes onset
1153804	Drug	L68	Disease	Causes onset
1153804	Drug	I10	Disease	Causes onset
1153804	Drug	I46	Disease	Causes onset
1153804	Drug	H10	Disease	Causes onset
1153804	Drug	L50	Disease	Causes onset
1153804	Drug	G03	Disease	Causes onset
1153804	Drug	M60	Disease	Causes onset
1153804	Drug	J81	Disease	Causes onset
1153804	Drug	H40	Disease	Causes onset
1153804	Drug	K27	Disease	Causes onset
1153804	Drug	I21	Disease	Causes onset
1153804	Drug	I22	Disease	Causes onset
2231	Drug	D70	Disease	Causes onset
2231	Drug	N08	Disease	Causes onset
2231	Drug	L51	Disease	Causes onset
2231	Drug	L50	Disease	Causes onset
2231	Drug	D55	Disease	Causes onset
2231	Drug	D56	Disease	Causes onset
2231	Drug	D57	Disease	Causes onset
2231	Drug	D58	Disease	Causes onset
2231	Drug	D59	Disease	Causes onset
3640	Drug	D65	Disease	Causes onset
3640	Drug	K20	Disease	Causes onset
3640	Drug	I21	Disease	Causes onset
3640	Drug	I10	Disease	Causes onset
3640	Drug	D70	Disease	Causes onset
3640	Drug	L51	Disease	Causes onset
3640	Drug	L50	Disease	Causes onset
3640	Drug	G35	Disease	Causes onset
3640	Drug	B37	Disease	Causes onset
3640	Drug	D55	Disease	Causes onset
3640	Drug	D56	Disease	Causes onset
3640	Drug	D57	Disease	Causes onset
3640	Drug	D58	Disease	Causes onset
3640	Drug	D59	Disease	Causes onset
3640	Drug	J32	Disease	Causes onset
3640	Drug	B49	Disease	Causes onset
3640	Drug	B38	Disease	Causes onset
3640	Drug	B39	Disease	Causes onset
3640	Drug	B40	Disease	Causes onset
3640	Drug	B41	Disease	Causes onset
3640	Drug	B42	Disease	Causes onset
3640	Drug	B44	Disease	Causes onset
3640	Drug	B45	Disease	Causes onset
3640	Drug	B47	Disease	Causes onset
3640	Drug	J00	Disease	Causes onset
3640	Drug	F95	Disease	Causes onset
3640	Drug	M32	Disease	Causes onset
6058	Drug	I10	Disease	Causes onset
6058	Drug	D74	Disease	Causes onset
42463	Drug	G47	Disease	Causes onset
42463	Drug	L51	Disease	Causes onset
42463	Drug	L43	Disease	Causes onset
42463	Drug	F95	Disease	Causes onset
42463	Drug	M32	Disease	Causes onset
42463	Drug	D65	Disease	Causes onset
42463	Drug	N62	Disease	Causes onset
42463	Drug	D55	Disease	Causes onset
42463	Drug	D56	Disease	Causes onset
42463	Drug	D57	Disease	Causes onset
42463	Drug	D58	Disease	Causes onset
42463	Drug	D59	Disease	Causes onset
42463	Drug	J00	Disease	Causes onset
42463	Drug	M60	Disease	Causes onset
42463	Drug	L50	Disease	Causes onset
42463	Drug	I20	Disease	Causes onset
42463	Drug	M33	Disease	Causes onset
43611	Drug	L20	Disease	Causes onset
43611	Drug	H44	Disease	Causes onset
43611	Drug	H10	Disease	Causes onset
43611	Drug	H16	Disease	Causes onset
43611	Drug	J00	Disease	Causes onset
43611	Drug	J45	Disease	Causes onset
49276	Drug	N62	Disease	Causes onset
49276	Drug	H44	Disease	Causes onset
49276	Drug	L50	Disease	Causes onset
49276	Drug	G00	Disease	Causes onset
49276	Drug	G03	Disease	Causes onset
49276	Drug	G04	Disease	Causes onset
49276	Drug	G10	Disease	Causes onset
49276	Drug	G20	Disease	Causes onset
49276	Drug	G21	Disease	Causes onset
49276	Drug	G24	Disease	Causes onset
49276	Drug	G30	Disease	Causes onset
49276	Drug	G35	Disease	Causes onset
49276	Drug	G43	Disease	Causes onset
49276	Drug	G47	Disease	Causes onset
49276	Drug	G80	Disease	Causes onset
49276	Drug	G82	Disease	Causes onset
49276	Drug	G91	Disease	Causes onset
49276	Drug	F95	Disease	Causes onset
113588	Drug	L51	Disease	Causes onset
113588	Drug	N19	Disease	Causes onset
113588	Drug	L50	Disease	Causes onset
17128	Drug	N10	Disease	Causes onset
17128	Drug	N11	Disease	Causes onset
17128	Drug	N12	Disease	Causes onset
17128	Drug	N16	Disease	Causes onset
17128	Drug	G47	Disease	Causes onset
17128	Drug	I21	Disease	Causes onset
17128	Drug	H44	Disease	Causes onset
17128	Drug	B20	Disease	Causes onset
17128	Drug	D70	Disease	Causes onset
17128	Drug	L51	Disease	Causes onset
17128	Drug	H10	Disease	Causes onset
17128	Drug	G35	Disease	Causes onset
17128	Drug	F95	Disease	Causes onset
17128	Drug	K51	Disease	Causes onset
17128	Drug	J45	Disease	Causes onset
17128	Drug	M32	Disease	Causes onset
17128	Drug	D65	Disease	Causes onset
17128	Drug	N62	Disease	Causes onset
17128	Drug	D55	Disease	Causes onset
17128	Drug	D56	Disease	Causes onset
17128	Drug	D57	Disease	Causes onset
17128	Drug	D58	Disease	Causes onset
17128	Drug	D59	Disease	Causes onset
17128	Drug	J32	Disease	Causes onset
17128	Drug	G43	Disease	Causes onset
17128	Drug	M10	Disease	Causes onset
17128	Drug	I22	Disease	Causes onset
17128	Drug	I10	Disease	Causes onset
17128	Drug	M60	Disease	Causes onset
17128	Drug	L50	Disease	Causes onset
17128	Drug	I63	Disease	Causes onset
17128	Drug	H40	Disease	Causes onset
17128	Drug	E08	Disease	Causes onset
17128	Drug	E09	Disease	Causes onset
17128	Drug	E10	Disease	Causes onset
17128	Drug	E11	Disease	Causes onset
17128	Drug	E12	Disease	Causes onset
17128	Drug	E13	Disease	Causes onset
17128	Drug	K40	Disease	Causes onset
17128	Drug	K41	Disease	Causes onset
17128	Drug	K42	Disease	Causes onset
17128	Drug	K43	Disease	Causes onset
17128	Drug	K44	Disease	Causes onset
17128	Drug	K45	Disease	Causes onset
17128	Drug	K46	Disease	Causes onset
17128	Drug	B37	Disease	Causes onset
17128	Drug	N08	Disease	Causes onset
17128	Drug	J00	Disease	Causes onset
17128	Drug	J01	Disease	Causes onset
17128	Drug	J02	Disease	Causes onset
17128	Drug	J09	Disease	Causes onset
17128	Drug	J10	Disease	Causes onset
17128	Drug	J11	Disease	Causes onset
17128	Drug	J12	Disease	Causes onset
17128	Drug	J13	Disease	Causes onset
17128	Drug	J14	Disease	Causes onset
17128	Drug	J15	Disease	Causes onset
17128	Drug	J16	Disease	Causes onset
17128	Drug	J17	Disease	Causes onset
17128	Drug	J18	Disease	Causes onset
17128	Drug	J42	Disease	Causes onset
17128	Drug	J43	Disease	Causes onset
17128	Drug	J47	Disease	Causes onset
17128	Drug	J61	Disease	Causes onset
17128	Drug	J64	Disease	Causes onset
17128	Drug	J80	Disease	Causes onset
17128	Drug	J81	Disease	Causes onset
17128	Drug	J86	Disease	Causes onset
214681	Drug	L10	Disease	Causes onset
214681	Drug	L12	Disease	Causes onset
214681	Drug	I46	Disease	Causes onset
214681	Drug	L51	Disease	Causes onset
214681	Drug	L50	Disease	Causes onset
214681	Drug	G00	Disease	Causes onset
214681	Drug	G03	Disease	Causes onset
214681	Drug	G04	Disease	Causes onset
214681	Drug	G10	Disease	Causes onset
214681	Drug	G20	Disease	Causes onset
214681	Drug	G21	Disease	Causes onset
214681	Drug	G24	Disease	Causes onset
214681	Drug	G30	Disease	Causes onset
214681	Drug	G35	Disease	Causes onset
214681	Drug	G43	Disease	Causes onset
214681	Drug	G47	Disease	Causes onset
214681	Drug	G80	Disease	Causes onset
214681	Drug	G82	Disease	Causes onset
214681	Drug	G91	Disease	Causes onset
88014	Drug	I20	Disease	Causes onset
88014	Drug	I21	Disease	Causes onset
88014	Drug	I22	Disease	Causes onset
88014	Drug	D65	Disease	Causes onset
88014	Drug	B20	Disease	Causes onset
88014	Drug	L50	Disease	Causes onset
88014	Drug	J00	Disease	Causes onset
4815	Drug	L20	Disease	Causes onset
4815	Drug	L51	Disease	Causes onset
4815	Drug	L50	Disease	Causes onset
4815	Drug	D55	Disease	Causes onset
4815	Drug	D56	Disease	Causes onset
4815	Drug	D57	Disease	Causes onset
4815	Drug	D58	Disease	Causes onset
4815	Drug	D59	Disease	Causes onset
4815	Drug	D70	Disease	Causes onset
4452	Drug	E08	Disease	Causes onset
4452	Drug	E09	Disease	Causes onset
4452	Drug	E10	Disease	Causes onset
4452	Drug	E11	Disease	Causes onset
4452	Drug	E12	Disease	Causes onset
4452	Drug	E13	Disease	Causes onset
4452	Drug	K20	Disease	Causes onset
4452	Drug	I10	Disease	Causes onset
4452	Drug	L50	Disease	Causes onset
4452	Drug	M60	Disease	Causes onset
4452	Drug	H40	Disease	Causes onset
4452	Drug	K27	Disease	Causes onset
8704	Drug	D65	Disease	Causes onset
8704	Drug	N62	Disease	Causes onset
8704	Drug	I21	Disease	Causes onset
8704	Drug	I46	Disease	Causes onset
8704	Drug	L50	Disease	Causes onset
8704	Drug	G35	Disease	Causes onset
8704	Drug	D55	Disease	Causes onset
8704	Drug	D56	Disease	Causes onset
8704	Drug	D57	Disease	Causes onset
8704	Drug	D58	Disease	Causes onset
8704	Drug	D59	Disease	Causes onset
8704	Drug	D70	Disease	Causes onset
8704	Drug	F95	Disease	Causes onset
8704	Drug	G24	Disease	Causes onset
8704	Drug	J45	Disease	Causes onset
8704	Drug	M32	Disease	Causes onset
214623	Drug	G47	Disease	Causes onset
214623	Drug	I46	Disease	Causes onset
214623	Drug	L51	Disease	Causes onset
214623	Drug	L50	Disease	Causes onset
214623	Drug	G35	Disease	Causes onset
214623	Drug	D70	Disease	Causes onset
214623	Drug	F95	Disease	Causes onset
214623	Drug	M32	Disease	Causes onset
689606	Drug	L50	Disease	Causes onset
689606	Drug	G00	Disease	Causes onset
689606	Drug	G03	Disease	Causes onset
689606	Drug	G04	Disease	Causes onset
689606	Drug	G10	Disease	Causes onset
689606	Drug	G20	Disease	Causes onset
689606	Drug	G21	Disease	Causes onset
689606	Drug	G24	Disease	Causes onset
689606	Drug	G30	Disease	Causes onset
689606	Drug	G35	Disease	Causes onset
689606	Drug	G43	Disease	Causes onset
689606	Drug	G47	Disease	Causes onset
689606	Drug	G80	Disease	Causes onset
689606	Drug	G82	Disease	Causes onset
689606	Drug	G91	Disease	Causes onset
689606	Drug	J45	Disease	Causes onset
36117	Drug	G47	Disease	Causes onset
36117	Drug	I10	Disease	Causes onset
36117	Drug	H10	Disease	Causes onset
36117	Drug	L50	Disease	Causes onset
36117	Drug	J32	Disease	Causes onset
36117	Drug	G43	Disease	Causes onset
36117	Drug	H16	Disease	Causes onset
61381	Drug	G47	Disease	Causes onset
61381	Drug	D70	Disease	Causes onset
61381	Drug	G35	Disease	Causes onset
61381	Drug	F95	Disease	Causes onset
61381	Drug	D65	Disease	Causes onset
61381	Drug	J32	Disease	Causes onset
61381	Drug	J00	Disease	Causes onset
61381	Drug	I10	Disease	Causes onset
61381	Drug	L50	Disease	Causes onset
61381	Drug	G24	Disease	Causes onset
61381	Drug	E08	Disease	Causes onset
61381	Drug	E09	Disease	Causes onset
61381	Drug	E10	Disease	Causes onset
61381	Drug	E11	Disease	Causes onset
61381	Drug	E12	Disease	Causes onset
61381	Drug	E13	Disease	Causes onset
61381	Drug	G30	Disease	Causes onset
61381	Drug	I26	Disease	Causes onset
61381	Drug	J81	Disease	Causes onset
1164845	Drug	K21	Disease	Causes onset
1164845	Drug	B20	Disease	Causes onset
1164845	Drug	I46	Disease	Causes onset
1164845	Drug	N40	Disease	Causes onset
1164845	Drug	J45	Disease	Causes onset
1164845	Drug	D65	Disease	Causes onset
1164845	Drug	N62	Disease	Causes onset
1164845	Drug	L21	Disease	Causes onset
1164845	Drug	J32	Disease	Causes onset
1164845	Drug	G43	Disease	Causes onset
1164845	Drug	J00	Disease	Causes onset
1164845	Drug	C61	Disease	Causes onset
1164845	Drug	I21	Disease	Causes onset
1164845	Drug	I22	Disease	Causes onset
1164845	Drug	L20	Disease	Causes onset
1164845	Drug	I10	Disease	Causes onset
1164845	Drug	N19	Disease	Causes onset
1164845	Drug	L50	Disease	Causes onset
1164845	Drug	E08	Disease	Causes onset
1164845	Drug	E09	Disease	Causes onset
1164845	Drug	E10	Disease	Causes onset
1164845	Drug	E11	Disease	Causes onset
1164845	Drug	E12	Disease	Causes onset
1164845	Drug	E13	Disease	Causes onset
1164845	Drug	I20	Disease	Causes onset
1164845	Drug	F31	Disease	Causes onset
1164845	Drug	F32	Disease	Causes onset
1164845	Drug	F39	Disease	Causes onset
1164845	Drug	K25	Disease	Causes onset
31448	Drug	L10	Disease	Causes onset
31448	Drug	L12	Disease	Causes onset
31448	Drug	L51	Disease	Causes onset
31448	Drug	K26	Disease	Causes onset
31448	Drug	J45	Disease	Causes onset
31448	Drug	I21	Disease	Causes onset
31448	Drug	I22	Disease	Causes onset
31448	Drug	I10	Disease	Causes onset
31448	Drug	N19	Disease	Causes onset
31448	Drug	L50	Disease	Causes onset
31448	Drug	N04	Disease	Causes onset
31448	Drug	K25	Disease	Causes onset
9947	Drug	G47	Disease	Causes onset
9947	Drug	I10	Disease	Causes onset
9947	Drug	J45	Disease	Causes onset
9947	Drug	J81	Disease	Causes onset
261417	Drug	I20	Disease	Causes onset
261417	Drug	N19	Disease	Causes onset
261417	Drug	L10	Disease	Causes onset
261417	Drug	D55	Disease	Causes onset
261417	Drug	D56	Disease	Causes onset
261417	Drug	D57	Disease	Causes onset
261417	Drug	D58	Disease	Causes onset
261417	Drug	D59	Disease	Causes onset
261417	Drug	D70	Disease	Causes onset
5781	Drug	A15	Disease	Causes onset
5781	Drug	A16	Disease	Causes onset
5781	Drug	A17	Disease	Causes onset
5781	Drug	A18	Disease	Causes onset
5781	Drug	A19	Disease	Causes onset
5781	Drug	F95	Disease	Causes onset
5781	Drug	K51	Disease	Causes onset
5781	Drug	D65	Disease	Causes onset
5781	Drug	N62	Disease	Causes onset
5781	Drug	D55	Disease	Causes onset
5781	Drug	D56	Disease	Causes onset
5781	Drug	D57	Disease	Causes onset
5781	Drug	D58	Disease	Causes onset
5781	Drug	D59	Disease	Causes onset
5781	Drug	D70	Disease	Causes onset
5781	Drug	K27	Disease	Causes onset
5781	Drug	I80	Disease	Causes onset
5781	Drug	I10	Disease	Causes onset
5781	Drug	N19	Disease	Causes onset
5781	Drug	L50	Disease	Causes onset
5781	Drug	G24	Disease	Causes onset
5781	Drug	N04	Disease	Causes onset
5781	Drug	R80	Disease	Causes onset
10689	Drug	K21	Disease	Causes onset
10689	Drug	G47	Disease	Causes onset
10689	Drug	H44	Disease	Causes onset
10689	Drug	G35	Disease	Causes onset
10689	Drug	F95	Disease	Causes onset
10689	Drug	M32	Disease	Causes onset
10689	Drug	D65	Disease	Causes onset
10689	Drug	N30	Disease	Causes onset
10689	Drug	J32	Disease	Causes onset
10689	Drug	G43	Disease	Causes onset
10689	Drug	J00	Disease	Causes onset
10689	Drug	M10	Disease	Causes onset
10689	Drug	I21	Disease	Causes onset
10689	Drug	I22	Disease	Causes onset
10689	Drug	I20	Disease	Causes onset
10689	Drug	L20	Disease	Causes onset
10689	Drug	I10	Disease	Causes onset
10689	Drug	N19	Disease	Causes onset
10689	Drug	L50	Disease	Causes onset
10689	Drug	E08	Disease	Causes onset
10689	Drug	E09	Disease	Causes onset
10689	Drug	E10	Disease	Causes onset
10689	Drug	E11	Disease	Causes onset
10689	Drug	E12	Disease	Causes onset
10689	Drug	E13	Disease	Causes onset
10689	Drug	K81	Disease	Causes onset
10689	Drug	R80	Disease	Causes onset
10689	Drug	K37	Disease	Causes onset
10689	Drug	G00	Disease	Causes onset
10689	Drug	G03	Disease	Causes onset
10689	Drug	G04	Disease	Causes onset
10689	Drug	G10	Disease	Causes onset
10689	Drug	G20	Disease	Causes onset
10689	Drug	G21	Disease	Causes onset
10689	Drug	G24	Disease	Causes onset
10689	Drug	G30	Disease	Causes onset
10689	Drug	G80	Disease	Causes onset
10689	Drug	G82	Disease	Causes onset
10689	Drug	G91	Disease	Causes onset
10689	Drug	I26	Disease	Causes onset
10689	Drug	J81	Disease	Causes onset
4821	Drug	D65	Disease	Causes onset
4821	Drug	L20	Disease	Causes onset
4821	Drug	I10	Disease	Causes onset
4821	Drug	H10	Disease	Causes onset
4821	Drug	L50	Disease	Causes onset
4821	Drug	G35	Disease	Causes onset
4821	Drug	D55	Disease	Causes onset
4821	Drug	D56	Disease	Causes onset
4821	Drug	D57	Disease	Causes onset
4821	Drug	D58	Disease	Causes onset
4821	Drug	D59	Disease	Causes onset
4821	Drug	G43	Disease	Causes onset
4821	Drug	D70	Disease	Causes onset
4821	Drug	F95	Disease	Causes onset
3521	Drug	I20	Disease	Causes onset
3521	Drug	I46	Disease	Causes onset
3521	Drug	B20	Disease	Causes onset
3521	Drug	I10	Disease	Causes onset
3521	Drug	L50	Disease	Causes onset
3521	Drug	I42	Disease	Causes onset
3521	Drug	G43	Disease	Causes onset
1256	Drug	D65	Disease	Causes onset
8727	Drug	C50	Disease	Causes onset
8727	Drug	G47	Disease	Causes onset
8727	Drug	L51	Disease	Causes onset
8727	Drug	F95	Disease	Causes onset
8727	Drug	J45	Disease	Causes onset
8727	Drug	D65	Disease	Causes onset
8727	Drug	J00	Disease	Causes onset
8727	Drug	O00	Disease	Causes onset
8727	Drug	O01	Disease	Causes onset
8727	Drug	I10	Disease	Causes onset
8727	Drug	L50	Disease	Causes onset
8727	Drug	K85	Disease	Causes onset
8727	Drug	H46	Disease	Causes onset
8727	Drug	Q35	Disease	Causes onset
8727	Drug	I26	Disease	Causes onset
6980	Drug	M32	Disease	Causes onset
6980	Drug	K20	Disease	Causes onset
6980	Drug	I10	Disease	Causes onset
6980	Drug	D70	Disease	Causes onset
6980	Drug	L51	Disease	Causes onset
6980	Drug	N19	Disease	Causes onset
6980	Drug	L50	Disease	Causes onset
6980	Drug	D55	Disease	Causes onset
6980	Drug	D56	Disease	Causes onset
6980	Drug	D57	Disease	Causes onset
6980	Drug	D58	Disease	Causes onset
6980	Drug	D59	Disease	Causes onset
6980	Drug	N08	Disease	Causes onset
6980	Drug	J45	Disease	Causes onset
8703	Drug	H44	Disease	Causes onset
8703	Drug	H10	Disease	Causes onset
8703	Drug	K26	Disease	Causes onset
8703	Drug	F95	Disease	Causes onset
8703	Drug	J45	Disease	Causes onset
8703	Drug	N62	Disease	Causes onset
8703	Drug	N30	Disease	Causes onset
8703	Drug	J32	Disease	Causes onset
8703	Drug	G43	Disease	Causes onset
8703	Drug	J00	Disease	Causes onset
8703	Drug	M10	Disease	Causes onset
8703	Drug	K27	Disease	Causes onset
8703	Drug	I21	Disease	Causes onset
8703	Drug	I22	Disease	Causes onset
8703	Drug	I80	Disease	Causes onset
8703	Drug	K20	Disease	Causes onset
8703	Drug	I10	Disease	Causes onset
8703	Drug	M60	Disease	Causes onset
8703	Drug	N19	Disease	Causes onset
8703	Drug	L50	Disease	Causes onset
8703	Drug	E08	Disease	Causes onset
8703	Drug	E09	Disease	Causes onset
8703	Drug	E10	Disease	Causes onset
8703	Drug	E11	Disease	Causes onset
8703	Drug	E12	Disease	Causes onset
8703	Drug	E13	Disease	Causes onset
8703	Drug	I20	Disease	Causes onset
8703	Drug	K40	Disease	Causes onset
8703	Drug	K41	Disease	Causes onset
8703	Drug	K42	Disease	Causes onset
8703	Drug	K43	Disease	Causes onset
8703	Drug	K44	Disease	Causes onset
8703	Drug	K45	Disease	Causes onset
8703	Drug	K46	Disease	Causes onset
8703	Drug	K81	Disease	Causes onset
8703	Drug	B02	Disease	Causes onset
8703	Drug	J01	Disease	Causes onset
8703	Drug	J02	Disease	Causes onset
8703	Drug	J09	Disease	Causes onset
8703	Drug	J10	Disease	Causes onset
8703	Drug	J11	Disease	Causes onset
8703	Drug	J12	Disease	Causes onset
8703	Drug	J13	Disease	Causes onset
8703	Drug	J14	Disease	Causes onset
8703	Drug	J15	Disease	Causes onset
8703	Drug	J16	Disease	Causes onset
8703	Drug	J17	Disease	Causes onset
8703	Drug	J18	Disease	Causes onset
8703	Drug	J42	Disease	Causes onset
8703	Drug	J43	Disease	Causes onset
8703	Drug	J47	Disease	Causes onset
8703	Drug	J61	Disease	Causes onset
8703	Drug	J64	Disease	Causes onset
8703	Drug	J80	Disease	Causes onset
8703	Drug	J81	Disease	Causes onset
8703	Drug	J86	Disease	Causes onset
8703	Drug	I26	Disease	Causes onset
7984	Drug	L50	Disease	Causes onset
7984	Drug	N08	Disease	Causes onset
7984	Drug	D55	Disease	Causes onset
7984	Drug	D56	Disease	Causes onset
7984	Drug	D57	Disease	Causes onset
7984	Drug	D58	Disease	Causes onset
7984	Drug	D59	Disease	Causes onset
73494	Drug	K21	Disease	Causes onset
73494	Drug	H10	Disease	Causes onset
73494	Drug	J45	Disease	Causes onset
73494	Drug	N30	Disease	Causes onset
73494	Drug	I63	Disease	Causes onset
73494	Drug	I66	Disease	Causes onset
73494	Drug	J32	Disease	Causes onset
73494	Drug	G43	Disease	Causes onset
73494	Drug	M10	Disease	Causes onset
73494	Drug	L50	Disease	Causes onset
73494	Drug	B49	Disease	Causes onset
73494	Drug	B37	Disease	Causes onset
73494	Drug	B38	Disease	Causes onset
73494	Drug	B39	Disease	Causes onset
73494	Drug	B40	Disease	Causes onset
73494	Drug	B41	Disease	Causes onset
73494	Drug	B42	Disease	Causes onset
73494	Drug	B44	Disease	Causes onset
73494	Drug	B45	Disease	Causes onset
73494	Drug	B47	Disease	Causes onset
73494	Drug	E08	Disease	Causes onset
73494	Drug	E09	Disease	Causes onset
73494	Drug	E10	Disease	Causes onset
73494	Drug	E11	Disease	Causes onset
73494	Drug	E12	Disease	Causes onset
73494	Drug	E13	Disease	Causes onset
73494	Drug	I20	Disease	Causes onset
73494	Drug	K70	Disease	Causes onset
15996	Drug	L10	Disease	Causes onset
15996	Drug	L12	Disease	Causes onset
15996	Drug	I21	Disease	Causes onset
15996	Drug	B20	Disease	Causes onset
15996	Drug	I46	Disease	Causes onset
15996	Drug	L51	Disease	Causes onset
15996	Drug	H10	Disease	Causes onset
15996	Drug	G35	Disease	Causes onset
15996	Drug	F95	Disease	Causes onset
15996	Drug	J45	Disease	Causes onset
15996	Drug	D65	Disease	Causes onset
15996	Drug	N62	Disease	Causes onset
15996	Drug	F22	Disease	Causes onset
15996	Drug	N30	Disease	Causes onset
15996	Drug	L21	Disease	Causes onset
15996	Drug	J32	Disease	Causes onset
15996	Drug	G43	Disease	Causes onset
15996	Drug	H16	Disease	Causes onset
15996	Drug	D70	Disease	Causes onset
15996	Drug	M10	Disease	Causes onset
15996	Drug	I22	Disease	Causes onset
15996	Drug	I80	Disease	Causes onset
15996	Drug	I10	Disease	Causes onset
15996	Drug	M60	Disease	Causes onset
15996	Drug	L50	Disease	Causes onset
15996	Drug	G24	Disease	Causes onset
15996	Drug	H40	Disease	Causes onset
15996	Drug	E08	Disease	Causes onset
15996	Drug	E09	Disease	Causes onset
15996	Drug	E10	Disease	Causes onset
15996	Drug	E11	Disease	Causes onset
15996	Drug	E12	Disease	Causes onset
15996	Drug	E13	Disease	Causes onset
15996	Drug	I20	Disease	Causes onset
15996	Drug	K81	Disease	Causes onset
15996	Drug	B02	Disease	Causes onset
15996	Drug	B37	Disease	Causes onset
15996	Drug	I26	Disease	Causes onset
1656339	Drug	L10	Disease	Causes onset
1656339	Drug	L12	Disease	Causes onset
1656339	Drug	D70	Disease	Causes onset
1656339	Drug	B20	Disease	Causes onset
1656339	Drug	J32	Disease	Causes onset
1656339	Drug	F95	Disease	Causes onset
1670007	Drug	J00	Disease	Causes onset
1347	Drug	G47	Disease	Causes onset
1347	Drug	H44	Disease	Causes onset
1347	Drug	L50	Disease	Causes onset
1347	Drug	B37	Disease	Causes onset
1347	Drug	J32	Disease	Causes onset
1347	Drug	J00	Disease	Causes onset
1347	Drug	H40	Disease	Causes onset
236911	Drug	I26	Disease	Causes onset
2002	Drug	B20	Disease	Causes onset
2002	Drug	L51	Disease	Causes onset
2002	Drug	H10	Disease	Causes onset
2002	Drug	G35	Disease	Causes onset
2002	Drug	F95	Disease	Causes onset
2002	Drug	G03	Disease	Causes onset
2002	Drug	M32	Disease	Causes onset
2002	Drug	D65	Disease	Causes onset
2002	Drug	D70	Disease	Causes onset
2002	Drug	I21	Disease	Causes onset
2002	Drug	I22	Disease	Causes onset
2002	Drug	I80	Disease	Causes onset
2002	Drug	I10	Disease	Causes onset
2002	Drug	N19	Disease	Causes onset
2002	Drug	L50	Disease	Causes onset
2002	Drug	G24	Disease	Causes onset
2002	Drug	J80	Disease	Causes onset
2002	Drug	I26	Disease	Causes onset
77655	Drug	C50	Disease	Causes onset
77655	Drug	D70	Disease	Causes onset
77655	Drug	H10	Disease	Causes onset
77655	Drug	J45	Disease	Causes onset
77655	Drug	D65	Disease	Causes onset
77655	Drug	C61	Disease	Causes onset
77655	Drug	I10	Disease	Causes onset
77655	Drug	N19	Disease	Causes onset
77655	Drug	L50	Disease	Causes onset
77655	Drug	R80	Disease	Causes onset
77655	Drug	B37	Disease	Causes onset
35296	Drug	I20	Disease	Causes onset
35296	Drug	R80	Disease	Causes onset
35296	Drug	L51	Disease	Causes onset
35296	Drug	N19	Disease	Causes onset
35296	Drug	L50	Disease	Causes onset
35296	Drug	L10	Disease	Causes onset
35296	Drug	D55	Disease	Causes onset
35296	Drug	D56	Disease	Causes onset
35296	Drug	D57	Disease	Causes onset
35296	Drug	D58	Disease	Causes onset
35296	Drug	D59	Disease	Causes onset
35296	Drug	L12	Disease	Causes onset
35296	Drug	F95	Disease	Causes onset
4917	Drug	D74	Disease	Causes onset
341248	Drug	K81	Disease	Causes onset
341248	Drug	L51	Disease	Causes onset
341248	Drug	N30	Disease	Causes onset
341248	Drug	L50	Disease	Causes onset
341248	Drug	J32	Disease	Causes onset
341248	Drug	J00	Disease	Causes onset
341248	Drug	G00	Disease	Causes onset
341248	Drug	G03	Disease	Causes onset
341248	Drug	G04	Disease	Causes onset
341248	Drug	G10	Disease	Causes onset
341248	Drug	G20	Disease	Causes onset
341248	Drug	G21	Disease	Causes onset
341248	Drug	G24	Disease	Causes onset
341248	Drug	G30	Disease	Causes onset
341248	Drug	G35	Disease	Causes onset
341248	Drug	G43	Disease	Causes onset
341248	Drug	G47	Disease	Causes onset
341248	Drug	G80	Disease	Causes onset
341248	Drug	G82	Disease	Causes onset
341248	Drug	G91	Disease	Causes onset
341248	Drug	F95	Disease	Causes onset
341248	Drug	M60	Disease	Causes onset
2541	Drug	N62	Disease	Causes onset
2541	Drug	D70	Disease	Causes onset
2541	Drug	M60	Disease	Causes onset
2541	Drug	L51	Disease	Causes onset
2541	Drug	B78	Disease	Causes onset
356887	Drug	D65	Disease	Causes onset
356887	Drug	H44	Disease	Causes onset
356887	Drug	G35	Disease	Causes onset
356887	Drug	J00	Disease	Causes onset
356887	Drug	F95	Disease	Causes onset
356887	Drug	N08	Disease	Causes onset
356887	Drug	G24	Disease	Causes onset
21212	Drug	K21	Disease	Causes onset
21212	Drug	N10	Disease	Causes onset
21212	Drug	N11	Disease	Causes onset
21212	Drug	N12	Disease	Causes onset
21212	Drug	N16	Disease	Causes onset
21212	Drug	L10	Disease	Causes onset
21212	Drug	L12	Disease	Causes onset
